cmTop,cmBot,ageTop,ageBot ,charVol,charCount
85.25,85.5,1534.5,1540.7,2,14
85.5,85.75,1540.7,1546.8,2,13
85.75,86,1546.8,1552.9,2,10
86,86.25,1552.9,1559,2,5
86.25,86.5,1559,1565.1,2,14
86.5,86.75,1565.1,1571.1,2,8
86.75,87,1571.1,1577.2,2,12
87,87.25,1577.2,1583.2,2,3
87.25,87.5,1583.2,1589.3,2,6
87.5,87.75,1589.3,1595.3,2,8
87.75,88,1595.3,1601.3,2,7
88,88.25,1601.3,1607.3,2,8
88.25,88.5,1607.3,1613.3,2,29
88.5,88.75,1613.3,1619.3,2,18
88.75,89,1619.3,1625.2,2,22
89,89.25,1625.2,1631.2,2,21
89.25,89.5,1631.2,1637.2,2,16
89.5,89.75,1637.2,1643.1,2,3
89.75,90,1643.1,1649.1,2,13
90,90.25,1649.1,1655.1,2,4
90.25,90.5,1655.1,1661,2,17
90.5,90.75,1661,1667,2,12
90.75,91,1667,1672.9,2,6
91,91.25,1672.9,1678.9,2,6
91.25,91.5,1678.9,1684.8,2,17
91.5,91.75,1684.8,1690.8,2,21
91.75,92,1690.8,1696.8,2,16
92,92.25,1696.8,1702.7,2,18
92.25,92.5,1702.7,1708.7,2,57
92.5,92.75,1708.7,1714.7,2,34
92.75,93,1714.7,1720.7,2,29
93,93.25,1720.7,1726.6,2,22
93.25,93.5,1726.6,1732.6,2,18
93.5,93.75,1732.6,1738.6,2,14
93.75,94,1738.6,1744.7,2,9
94,94.25,1744.7,1750.7,2,11
94.25,94.5,1750.7,1756.7,2,10
94.5,94.75,1756.7,1762.8,2,7
94.75,95,1762.8,1768.8,2,7
95,95.25,1768.8,1774.9,2,1
95.25,95.5,1774.9,1781,2,2
95.5,95.75,1781,1787.1,2,1
95.75,96,1787.1,1793.2,2,5
96,96.25,1793.2,1799.3,2,0
96.25,96.5,1799.3,1805.4,2,1
96.5,96.75,1805.4,1811.6,2,1
96.75,97,1811.6,1817.8,2,1
97,97.25,1817.8,1824,2,2
97.25,97.5,1824,1830.2,2,3
97.5,97.75,1830.2,1836.4,2,10
97.75,98,1836.4,1842.7,2,8
98,98.25,1842.7,1849,2,0
98.25,98.5,1849,1855.3,2,34
98.5,98.75,1855.3,1861.6,2,5
98.75,99,1861.6,1868,2,6
99,99.25,1868,1874.3,2,11
99.25,99.5,1874.3,1880.7,2,8
99.5,99.75,1880.7,1887.2,2,5
99.75,100,1887.2,1893.6,2,15
100,100.25,1893.6,1900.1,2,5
100.25,100.5,1900.1,1906.6,2,19
100.5,100.75,1906.6,1913.2,2,27
100.75,101,1913.2,1919.8,2,8
101,101.25,1919.8,1926.4,2,16
101.25,101.5,1926.4,1933,2,14
101.5,101.75,1933,1939.7,2,34
101.75,102,1939.7,1946.3,2,17
102,102.25,1946.3,1953,2,8
102.25,102.5,1953,1959.7,2,3
102.5,102.75,1959.7,1966.5,2,1
102.75,103,1966.5,1973.2,2,0
103,103.25,1973.2,1980,2,0
103.25,103.5,1980,1986.7,2,1
